230.518;22.7994;
232.288;46.7454;
234.159;67.5078;
237.039;91.0329;
239.569;113.134;
243.671;134.792;
248.654;157.148;
254.514;179.956;
260.136;200.906;
267.189;222.941;
274.433;245.099;
282.478;266.121;
291.51;287.814;
300.883;307.839;
310.783;328.733;
321.392;349.068;
332.743;370.11;
344.898;391.181;
357.462;411.239;
371.347;431.397;
385.345;451.318;
399.706;470.725;
414.918;490.265;
413.295;512.819;
399.226;531.281;
385.685;552.485;
373.31;572.56;
361.681;593.057;
349.754;614.263;
339.71;634.383;
329.896;654.537;
321.372;674.601;
313.106;694.194;
305.851;713.589;
299.286;733.807;
293.846;752.957;
288.247;772.673;
283.738;792.525;
280.525;812.217;
277.412;831.337;
274.682;850.593;
273.004;868.938;
272.229;888.678;
271.799;908.24;
272.419;926.422;
273.539;944.621;
275.43;964.359;
278.123;982.98;
282.081;1001.14;
285.313;1019.79;
289.55;1036.41;
295.342;1056.83;
301.47;1075.5;
307.759;1091.86;
314.801;1109.4;
322.459;1127.5;
331.723;1145.81;
340.863;1163.07;
350.83;1181.21;
361.663;1198.46;
372.637;1215.64;
384.549;1232.1;
397.443;1249.51;
409.874;1266.33;
422.118;1283.87;
414.196;1300.96;
403.253;1322.04;
392.14;1340.82;
381.767;1357.02;
373.043;1376.46;
363.877;1392.63;
355.988;1410.4;
348.508;1428.13;
341.748;1446.65;
336.055;1464.07;
331.202;1480.93;
327.862;1504.44;
322.415;1517.12;
319.902;1533.71;
317.256;1551.46;
316.714;1573.22;
314.586;1586.67;
314.431;1604.18;
315.02;1621.04;
315.249;1638.28;
317.486;1655.72;
320.09;1672.48;
323.859;1689.45;
327.982;1705.5;
332.238;1725.04;
336.668;1739.92;
342.645;1756.39;
349.709;1772.71;
356.673;1789.19;
364.421;1806.05;
373.425;1822.55;
382.164;1838.06;
394.95;1866.37;
403.24;1870.87;
414.437;1886.95;
426;1901.68;
437.664;1910.31;
