198.865;75.4852;
192.811;125.184;
186.498;173.114;
182.196;219.492;
178.318;265.956;
175.269;311.401;
172.432;358.231;
171.454;402.982;
171.318;446.813;
172.708;492.946;
173.101;535.816;
175.661;577.76;
179.064;621.186;
182.868;663.346;
187.302;704.268;
193.15;745.698;
199.234;787.35;
206.333;828.953;
214.449;868.602;
223.366;909.114;
232.252;947.904;
241.922;986.316;
253.78;1025.2;
265.725;1063.61;
278.135;1101.37;
290.677;1138.99;
304.44;1174.72;
320.124;1212.97;
335.239;1248.16;
351.686;1284.65;
368.449;1322.72;
386.989;1354.87;
405.322;1390.62;
422.398;1425.6;
415.49;1463.26;
398.122;1504.87;
382.246;1543.52;
368.078;1584.45;
354.514;1620.94;
340.741;1661.17;
328.27;1699.91;
317.856;1737.4;
307.031;1777.63;
297.708;1815.87;
288.337;1856.9;
280.952;1890.11;
274.843;1909.74;
