207.87;26.8256;
197.726;68.559;
190.406;113.764;
184.518;160.237;
178.422;204.588;
174.238;250.73;
170.34;294.976;
167.685;338.435;
164.91;381.435;
164.48;423.454;
164.119;468.55;
165.174;508.43;
166.752;549.73;
169.128;592.181;
171.907;633.753;
175.591;674.033;
180.643;714.07;
186.209;753.644;
192.747;792.73;
199.977;832.125;
207.641;870.46;
215.849;908.204;
225.03;945.832;
235.611;984.618;
246.781;1021.27;
258.256;1058.02;
270.641;1094.64;
283.168;1130.3;
298.086;1166.45;
312.156;1200.91;
327.951;1236.31;
343.745;1270.73;
360.471;1305.26;
378.658;1339.68;
396.116;1372.24;
415.724;1405.95;
423.591;1443.25;
406.852;1480.91;
390.517;1521.4;
373.503;1555.5;
360.009;1597.84;
345.241;1630.7;
331.661;1668.56;
319.918;1705.13;
307.713;1747.34;
298.163;1779.3;
288.232;1815.32;
280.77;1859.82;
272.392;1894.87;
266.401;1907.78;
