0;0;0.15;;0;4;1;;1;0;0;;0;-0.0016683;-9.80611;;
0;0.004;0.151;;0;4;0.990194;;1;0;0;;0;-0.00110876;-6.5374;;
0;0.008;0.15199;;0;4;0.983656;;1;0;0;;0;-0.00110189;-6.5374;;
0;0.012;0.152974;;0;4;0.977119;;1;0;0;;0;-0.0010973;-6.5374;;
0;0.016;0.153951;;0;4;0.970582;;1;0;0;;0;-0.00109272;-6.5374;;
0;0.02;0.154922;;0;3.99999;0.964044;;1;0;0;;0;-0.00108814;-6.5374;;
0;0.024;0.155886;;0;3.99999;0.957507;;1;0;0;;0;-0.00108355;-6.5374;;
0;0.028;0.156843;;0;3.99999;0.950969;;1;0;0;;0;-0.00107897;-6.5374;;
0;0.032;0.157794;;0;3.99999;0.944432;;1;0;0;;0;-0.0010744;-6.5374;;
0;0.036;0.158739;;0;3.99999;0.937895;;1;0;0;;0;-0.00106982;-6.5374;;
0;0.0399999;0.159676;;0;3.99999;0.931357;;1;0;0;;0;-0.00106524;-6.5374;;
0;0.0439999;0.160608;;0;3.99999;0.92482;;1;0;0;;0;-0.00106066;-6.5374;;
0;0.0479999;0.161533;;0;3.99999;0.918282;;1;0;0;;0;-0.00105609;-6.5374;;
0;0.0519999;0.162451;;0;3.99999;0.911745;;1;0;0;;0;-0.00105152;-6.5374;;
0;0.0559999;0.163363;;0;3.99998;0.905208;;1;0;0;;0;-0.00104694;-6.53739;;
0;0.0599999;0.164268;;0;3.99998;0.89867;;1;0;0;;0;-0.00104237;-6.53739;;
0;0.0639999;0.165166;;0;3.99998;0.892133;;1;0;0;;0;-0.0010378;-6.53739;;
0;0.0679998;0.166059;;0;3.99998;0.885596;;1;0;0;;0;-0.00103323;-6.53739;;
0;0.0719998;0.166944;;0;3.99998;0.879058;;1;0;0;;0;-0.00102866;-6.53739;;
0;0.0759998;0.167823;;0;3.99998;0.872521;;1;0;0;;0;-0.0010241;-6.53739;;
0;0.0799998;0.168696;;0;3.99998;0.865983;;1;0;0;;0;-0.00101953;-6.53739;;
0;0.0839998;0.169562;;0;3.99998;0.859446;;1;0;0;;0;-0.00101496;-6.53739;;
0;0.0879997;0.170421;;0;3.99998;0.852909;;1;0;0;;0;-0.0010104;-6.53739;;
0;0.0919997;0.171274;;0;3.99998;0.846371;;1;0;0;;0;-0.00100584;-6.53739;;
0;0.0959997;0.17212;;0;3.99997;0.839834;;1;0;0;;0;-0.00100127;-6.53739;;
0;0.0999997;0.17296;;0;3.99997;0.833296;;1;0;0;;0;-0.000996713;-6.53739;;
0;0.104;0.173794;;0;3.99997;0.826759;;1;0;0;;0;-0.000992153;-6.53739;;
0;0.108;0.17462;;0;3.99997;0.820222;;1;0;0;;0;-0.000987594;-6.53738;;
0;0.112;0.175441;;0;3.99997;0.813684;;1;0;0;;0;-0.000983036;-6.53738;;
0;0.116;0.176254;;0;3.99997;0.807147;;1;0;0;;0;-0.000978479;-6.53738;;
0;0.12;0.177061;;0;3.99997;0.800609;;1;0;0;;0;-0.000973923;-6.53738;;
0;0.123999;0.177862;;0;3.99997;0.794072;;1;0;0;;0;-0.000969369;-6.53738;;
0;0.127999;0.178656;;0;3.99997;0.787535;;1;0;0;;0;-0.000964815;-6.53738;;
0;0.131999;0.179444;;0;3.99997;0.780997;;1;0;0;;0;-0.000960262;-6.53738;;
0;0.135999;0.180225;;0;3.99996;0.77446;;1;0;0;;0;-0.000955711;-6.53738;;
0;0.139999;0.180999;;0;3.99996;0.767923;;1;0;0;;0;-0.00095116;-6.53738;;
0;0.143999;0.181767;;0;3.99996;0.761385;;1;0;0;;0;-0.000946611;-6.53738;;
0;0.147999;0.182528;;0;3.99996;0.754848;;1;0;0;;0;-0.000942063;-6.53738;;
0;0.151999;0.183283;;0;3.99996;0.74831;;1;0;0;;0;-0.000937515;-6.53738;;
0;0.155999;0.184032;;0;3.99996;0.741773;;1;0;0;;0;-0.000932969;-6.53738;;
0;0.159999;0.184773;;0;3.99996;0.735236;;1;0;0;;0;-0.000928424;-6.53738;;
0;0.163999;0.185509;;0;3.99996;0.728698;;1;0;0;;0;-0.00092388;-6.53737;;
0;0.167999;0.186237;;0;3.99996;0.722161;;1;0;0;;0;-0.000919337;-6.53737;;
0;0.171999;0.186959;;0;3.99996;0.715624;;1;0;0;;0;-0.000914795;-6.53737;;
